timestamp,error_x,error_y,integral_x,integral_y,vx,vy,drone_x,drone_y,tag_x,tag_y,above_ground_altitude,target_z
7.41729,-0.0918811,-0.176835,-0.5,-0.5,0.0643168,0.123784,2.50128,-2.08568,2.59316,-1.90885,3.24684,0.5
7.43725,-0.0946427,-0.174495,-0.5,-0.5,0.0662499,0.122147,2.49852,-2.08334,2.59316,-1.90885,3.24684,0.5
7.4573,-0.0977119,-0.17173,-0.5,-0.5,0.0683983,0.120211,2.49545,-2.08058,2.59316,-1.90885,3.24684,0.5
7.47723,-0.0992232,-0.186642,-0.5,-0.5,0.0694562,0.13065,2.49054,-2.0758,2.58976,-1.88916,3.24665,0.5
7.49788,-0.100789,-0.185088,-0.5,-0.5,0.0705526,0.129562,2.48897,-2.07425,2.58976,-1.88916,3.24665,0.5
7.51719,-0.105022,-0.180532,-0.5,-0.5,0.0735157,0.126372,2.48474,-2.06969,2.58976,-1.88916,3.24665,0.5
7.53725,-0.116174,-0.189347,-0.5,-0.5,0.0813221,0.132543,2.48209,-2.06664,2.59827,-1.87729,3.21969,0.5
7.55717,-0.119743,-0.184847,-0.5,-0.5,0.0838204,0.129393,2.47852,-2.06214,2.59827,-1.87729,3.21969,0.5
7.57721,-0.114711,-0.190559,-0.5,-0.5,0.080298,0.133391,2.47612,-2.05875,2.59083,-1.8682,3.19372,0.5
7.59809,-0.11716,-0.18664,-0.5,-0.5,0.0820118,0.130648,2.47367,-2.05484,2.59083,-1.8682,3.19372,0.5
7.61724,-0.127155,-0.194034,-0.5,-0.5,0.0890082,0.135824,2.47137,-2.0511,2.59853,-1.85707,3.21239,0.5
7.63716,-0.129267,-0.19028,-0.5,-0.5,0.0904871,0.133196,2.46926,-2.04735,2.59853,-1.85707,3.21239,0.5
7.65715,-0.166787,-0.177154,-0.5,-0.5,0.116751,0.124008,2.46641,-2.04158,2.6332,-1.86443,3.18118,0.5
7.67708,-0.181676,-0.170946,-0.5,-0.5,0.127173,0.119662,2.46473,-2.03792,2.64641,-1.86697,3.15753,0.5
7.69796,-0.183191,-0.16726,-0.5,-0.5,0.128234,0.117082,2.46322,-2.03423,2.64641,-1.86697,3.15753,0.5
7.7171,-0.185498,-0.162076,-0.5,-0.5,0.129849,0.113453,2.46091,-2.02905,2.64641,-1.86697,3.15753,0.5
7.73704,-0.199069,-0.165978,-0.5,-0.5,0.139348,0.116184,2.45777,-2.02158,2.65683,-1.8556,3.15986,0.5
7.75723,-0.208049,-0.169868,-0.5,-0.5,0.145635,0.118908,2.45588,-2.01669,2.66393,-1.84682,3.1207,0.5
7.77712,-0.208907,-0.167442,-0.5,-0.5,0.146235,0.117209,2.45502,-2.01426,2.66393,-1.84682,3.1207,0.5
7.79709,-0.211183,-0.160035,-0.5,-0.5,0.147828,0.112025,2.45275,-2.00686,2.66393,-1.84682,3.1207,0.5
7.81709,-0.214507,-0.175999,-0.5,-0.5,0.150155,0.123199,2.45143,-2.00208,2.66593,-1.82608,3.13666,0.5
7.83712,-0.215884,-0.170651,-0.5,-0.5,0.151119,0.119456,2.45005,-1.99674,2.66593,-1.82608,3.13666,0.5
7.85711,-0.22855,-0.165272,-0.5,-0.5,0.159985,0.11569,2.44773,-1.98854,2.67628,-1.82327,3.13257,0.5
7.87716,-0.229894,-0.159921,-0.5,-0.5,0.160926,0.111945,2.44639,-1.98319,2.67628,-1.82327,3.13257,0.5
7.89702,-0.245251,-0.144369,-0.5,-0.5,0.171676,0.101059,2.44538,-1.97764,2.69063,-1.83327,3.08495,0.5
7.91712,-0.245743,-0.141751,-0.5,-0.5,0.17202,0.0992259,2.44489,-1.97502,2.69063,-1.83327,3.08495,0.5
7.93706,-0.249064,-0.149303,-0.5,-0.5,0.174344,0.104512,2.44334,-1.96466,2.6924,-1.81535,3.09197,0.5
7.95699,-0.250557,-0.14302,-0.5,-0.5,0.17539,0.100114,2.44185,-1.95837,2.6924,-1.81535,3.09197,0.5
7.97706,-0.254452,-0.145863,-0.5,-0.5,0.178117,0.102104,2.44112,-1.95538,2.69558,-1.80952,3.0658,0.5
7.99707,-0.25626,-0.137007,-0.5,-0.5,0.179382,0.0959052,2.43932,-1.94653,2.69558,-1.80952,3.0658,0.5
8.0181,-0.262985,-0.135088,-0.5,-0.5,0.184089,0.0945614,2.43807,-1.93762,2.70106,-1.80253,3.07975,0.5
8.03703,-0.263625,-0.129458,-0.5,-0.5,0.184537,0.0906207,2.43743,-1.93199,2.70106,-1.80253,3.07975,0.5
8.05696,-0.26408,-0.123937,-0.5,-0.5,0.184856,0.086756,2.43698,-1.92647,2.70106,-1.80253,3.07975,0.5
8.07701,-0.268897,-0.131643,-0.5,-0.5,0.188228,0.09215,2.43684,-1.92078,2.70574,-1.78914,3.05927,0.5
8.097,-0.268986,-0.126283,-0.5,-0.5,0.188291,0.0883984,2.43675,-1.91542,2.70574,-1.78914,3.05927,0.5
8.11699,-0.270338,-0.118502,-0.5,-0.5,0.189237,0.0829511,2.4354,-1.90764,2.70574,-1.78914,3.05927,0.5
8.13688,-0.28377,-0.125099,-0.5,-0.5,0.198639,0.0875691,2.43443,-1.90227,2.7182,-1.77717,3.05019,0.5
8.15695,-0.28468,-0.120087,-0.5,-0.5,0.199276,0.0840612,2.43352,-1.89726,2.7182,-1.77717,3.05019,0.5
8.17693,-0.285375,-0.11516,-0.5,-0.5,0.199762,0.0806118,2.43283,-1.89233,2.7182,-1.77717,3.05019,0.5
8.19705,-0.30315,-0.110348,-0.5,-0.5,0.212205,0.0772436,2.43199,-1.88484,2.73514,-1.77449,3.03427,0.5
8.2169,-0.304072,-0.10569,-0.5,-0.5,0.21285,0.0739829,2.43107,-1.88018,2.73514,-1.77449,3.03427,0.5
8.23691,-0.304766,-0.101117,-0.5,-0.5,0.213336,0.0707817,2.43037,-1.87561,2.73514,-1.77449,3.03427,0.5
8.25686,-0.320516,-0.0870804,-0.5,-0.5,0.224361,0.0609563,2.43004,-1.87084,2.75056,-1.78376,3.01747,0.5
8.27686,-0.32071,-0.0848637,-0.5,-0.5,0.224497,0.0594046,2.42985,-1.86863,2.75056,-1.78376,3.01747,0.5
