timestamp,error_x,error_y,integral_x,integral_y,vx,vy,drone_x,drone_y,tag_x,tag_y,above_ground_altitude,target_z
11.7134,0.506412,0.197538,0.5,0.5,-0.354488,-0.138277,2.33333,1.74339,1.82691,1.54585,2.48592,0.5
11.7336,0.491243,0.211008,0.5,0.5,-0.34387,-0.147705,2.32477,1.73745,1.83353,1.52644,2.47349,0.5
11.7548,0.4825,0.204617,0.5,0.5,-0.33775,-0.143232,2.31603,1.73106,1.83353,1.52644,2.47349,0.5
11.7735,0.475101,0.198304,0.5,0.5,-0.332571,-0.138813,2.30863,1.72474,1.83353,1.52644,2.47349,0.5
11.7935,0.467992,0.222605,0.5,0.5,-0.327595,-0.155824,2.30863,1.72474,1.84063,1.50214,2.46554,0.5
11.8185,0.448258,0.207152,0.5,0.5,-0.31378,-0.145007,2.28889,1.70929,1.84063,1.50214,2.46554,0.5
11.8334,0.447666,0.243028,0.5,0.5,-0.313366,-0.170119,2.28111,1.70344,1.83344,1.46041,2.46134,0.5
11.8582,0.439927,0.237318,0.5,0.5,-0.307949,-0.166123,2.27337,1.69773,1.83344,1.46041,2.46134,0.5
11.8734,0.381277,0.247542,0.5,0.5,-0.266894,-0.173279,2.26485,1.69175,1.88357,1.44421,2.38914,0.5
11.897,0.369837,0.239752,0.5,0.5,-0.258886,-0.167826,2.25341,1.68396,1.88357,1.44421,2.38914,0.5
11.9134,0.361524,0.234494,0.5,0.5,-0.253066,-0.164146,2.2451,1.6787,1.88357,1.44421,2.38914,0.5
11.9335,0.354195,0.248708,0.5,0.5,-0.247936,-0.174096,2.23717,1.67363,1.88297,1.42492,2.39626,0.5
11.9541,0.346547,0.243868,0.5,0.5,-0.242583,-0.170707,2.22952,1.66879,1.88297,1.42492,2.39626,0.5
11.9734,0.320003,0.245361,0.5,0.5,-0.224002,-0.171753,2.22185,1.66402,1.90184,1.41866,2.36075,0.5
11.9934,0.307798,0.238085,0.5,0.5,-0.215458,-0.166659,2.20964,1.65674,1.90184,1.41866,2.36075,0.5
12.0134,0.312071,0.252092,0.5,0.5,-0.21845,-0.176464,2.20194,1.65218,1.88987,1.40008,2.37352,0.5
12.0359,0.304367,0.248712,0.5,0.5,-0.213057,-0.174099,2.19424,1.6488,1.88987,1.40008,2.37352,0.5
12.0534,0.295871,0.246207,0.5,0.5,-0.20711,-0.172345,2.18574,1.64629,1.88987,1.40008,2.37352,0.5
12.0795,0.269491,0.235198,0.5,0.5,-0.188644,-0.164639,2.1742,1.6429,1.9047,1.40771,2.30383,0.5
12.0941,0.261809,0.232925,0.5,0.5,-0.183266,-0.163047,2.16651,1.64063,1.9047,1.40771,2.30383,0.5
12.1183,0.253474,0.230445,0.5,0.5,-0.177432,-0.161311,2.15818,1.63815,1.9047,1.40771,2.30383,0.5
12.1334,0.246882,0.228404,0.5,0.5,-0.172818,-0.159883,2.15159,1.63611,1.9047,1.40771,2.30383,0.5
12.1535,0.250195,0.243402,0.5,0.5,-0.175137,-0.170382,2.14507,1.63411,1.89488,1.39071,2.33131,0.5
12.1735,0.23976,0.240123,0.5,0.5,-0.167832,-0.168086,2.13464,1.63083,1.89488,1.39071,2.33131,0.5
12.1934,0.233268,0.238085,0.5,0.5,-0.163288,-0.16666,2.12814,1.62879,1.89488,1.39071,2.33131,0.5
12.2134,0.226882,0.236081,0.5,0.5,-0.158817,-0.165257,2.12176,1.62679,1.89488,1.39071,2.33131,0.5
12.2356,0.19285,0.204519,0.5,0.5,-0.134995,-0.143163,2.1148,1.62452,1.92195,1.42,2.2688,0.5
12.2535,0.183921,0.201442,0.5,0.5,-0.128745,-0.14101,2.10587,1.62144,1.92195,1.42,2.2688,0.5
12.2734,0.178157,0.199033,0.5,0.5,-0.12471,-0.139323,2.1001,1.61903,1.92195,1.42,2.2688,0.5
12.2935,0.171297,0.192788,0.5,0.5,-0.119908,-0.134951,2.09494,1.61691,1.92364,1.42412,2.25069,0.5
12.3135,0.166116,0.190617,0.5,0.5,-0.116281,-0.133432,2.08976,1.61474,1.92364,1.42412,2.25069,0.5
12.3335,0.144231,0.180594,0.5,0.5,-0.100961,-0.126416,2.08155,1.6113,1.93732,1.43071,2.24506,0.5
12.3566,0.139161,0.178465,0.5,0.5,-0.0974128,-0.124926,2.07648,1.60918,1.93732,1.43071,2.24506,0.5
12.3734,0.131796,0.174905,0.5,0.5,-0.0922573,-0.122434,2.06912,1.60562,1.93732,1.43071,2.24506,0.5
12.3934,0.0954719,0.151035,0.5,0.5,-0.0668303,-0.105725,2.06623,1.60388,1.97076,1.45284,2.1899,0.5
12.4169,0.0908249,0.148055,0.5,0.5,-0.0635774,-0.103639,2.06158,1.6009,1.97076,1.45284,2.1899,0.5
12.4335,0.0839313,0.14374,0.5,0.5,-0.0587519,-0.100618,2.05469,1.59658,1.97076,1.45284,2.1899,0.5
12.4534,0.0609484,0.137037,0.5,0.5,-0.0426638,-0.0959261,2.04966,1.59353,1.98871,1.45649,2.1734,0.5
12.4757,0.0564303,0.134258,0.5,0.5,-0.0395012,-0.0939806,2.04515,1.59075,1.98871,1.45649,2.1734,0.5
12.4943,0.0519588,0.131539,0.5,0.5,-0.0363711,-0.0920774,2.04067,1.58803,1.98871,1.45649,2.1734,0.5
12.5135,0.03203,0.122297,0.5,0.5,-0.022421,-0.0856079,2.03599,1.58583,2.00396,1.46353,2.14755,0.5
12.5335,0.0260026,0.120282,0.5,0.5,-0.0182018,-0.0841973,2.02997,1.58381,2.00396,1.46353,2.14755,0.5
12.5535,0.0220279,0.118947,0.5,0.5,-0.0154195,-0.0832632,2.02599,1.58248,2.00396,1.46353,2.14755,0.5
12.5735,0.00623281,0.110627,0.5,0.5,-0.00436296,-0.0774391,2.02164,1.58098,2.0154,1.47035,2.14381,0.5
12.5935,0.0023535,0.109354,0.5,0.5,-0.00164745,-0.0765477,2.01776,1.57971,2.0154,1.47035,2.14381,0.5
12.6136,-0.000914976,0.104098,0.499085,0.5,0.000640483,-0.0728689,2.01163,1.57762,2.01255,1.47352,2.12012,0.5
12.6341,-0.00463073,0.104306,0.494454,0.5,0.00324151,-0.0730145,2.00791,1.57783,2.01255,1.47352,2.12012,0.5
12.6535,-0.00829141,0.10447,0.486163,0.5,0.00580399,-0.0731288,2.00425,1.57799,2.01255,1.47352,2.12012,0.5
12.6746,-0.0123852,0.0935666,0.473778,0.5,0.00866966,-0.0654966,2.00243,1.57805,2.01482,1.48449,2.09967,0.5
12.6938,-0.0181053,0.0935904,0.455672,0.5,0.0126737,-0.0655133,1.99671,1.57808,2.01482,1.48449,2.09967,0.5
12.7135,-0.0233331,0.0937801,0.432339,0.5,0.0163331,-0.065646,1.99149,1.57827,2.01482,1.48449,2.09967,0.5
12.7335,-0.030345,0.0840665,0.401994,0.5,0.0212415,-0.0588465,1.98773,1.57819,2.01808,1.49412,2.07475,0.5
12.7535,-0.0333573,0.0839694,0.368637,0.5,0.0233501,-0.0587786,1.98472,1.57809,2.01808,1.49412,2.07475,0.5
12.7735,-0.0341334,0.0757355,0.334504,0.5,0.0238933,-0.0530149,1.9821,1.5778,2.01624,1.50207,2.05667,0.5
12.8008,-0.0354149,0.0755982,0.299089,0.5,0.0247904,-0.0529187,1.98082,1.57767,2.01624,1.50207,2.05667,0.5
12.8135,-0.0444094,0.0647211,0.254679,0.5,0.0310865,-0.0453048,1.9755,1.57699,2.01991,1.51227,2.03739,0.5
12.8357,-0.0456428,0.064594,0.209037,0.5,0.03195,-0.0452158,1.97426,1.57686,2.01991,1.51227,2.03739,0.5
12.8542,-0.0480634,0.0643249,0.160973,0.5,0.0336443,-0.0450274,1.97184,1.57659,2.01991,1.51227,2.03739,0.5
12.8736,-0.053969,0.0579355,0.107004,0.5,0.0377783,-0.0405548,1.96801,1.57606,2.02198,1.51813,2.02997,0.5
12.8934,-0.0563047,0.0564159,0.0506995,0.5,0.0394133,-0.0394911,1.96567,1.57455,2.02198,1.51813,2.02997,0.5
12.9135,-0.0580611,0.0553297,-0.00736159,0.5,0.0406428,-0.0387308,1.96392,1.57346,2.02198,1.51813,2.02997,0.5
12.9335,-0.0595728,0.0543794,-0.0669344,0.5,0.041701,-0.0380655,1.96241,1.57251,2.02198,1.51813,2.02997,0.5
12.9535,-0.0788054,0.0477556,-0.14574,0.5,0.0551638,-0.0334289,1.96096,1.57159,2.03976,1.52383,1.99786,0.5
12.9735,-0.080449,0.0467101,-0.226189,0.5,0.0563143,-0.0326971,1.95932,1.57054,2.03976,1.52383,1.99786,0.5
12.9935,-0.0825218,0.0453541,-0.308711,0.5,0.0577653,-0.0317479,1.95724,1.56919,2.03976,1.52383,1.99786,0.5
13.0136,-0.088685,0.0482908,-0.397396,0.5,0.0620795,-0.0338035,1.95588,1.56831,2.04456,1.52002,1.98862,0.5
13.0335,-0.0902155,0.0472989,-0.487611,0.5,0.0631509,-0.0331093,1.95435,1.56732,2.04456,1.52002,1.98862,0.5
13.0535,-0.0901868,0.0447433,-0.5,0.5,0.0631308,-0.0313203,1.95438,1.56476,2.04456,1.52002,1.98862,0.5
13.0735,-0.101819,0.0452837,-0.5,0.5,0.0712735,-0.0316986,1.95419,1.56094,2.05601,1.51566,1.96947,0.5
13.0936,-0.101859,0.0440346,-0.5,0.5,0.0713015,-0.0308242,1.95415,1.55969,2.05601,1.51566,1.96947,0.5
13.1137,-0.104751,0.0447444,-0.5,0.5,0.0733255,-0.0313211,1.95418,1.55614,2.05893,1.5114,1.93303,0.5
13.1336,-0.103624,0.0423217,-0.5,0.5,0.0725367,-0.0296252,1.95531,1.55372,2.05893,1.5114,1.93303,0.5
13.1537,-0.102542,0.0399706,-0.5,0.5,0.0717794,-0.0279794,1.95639,1.55137,2.05893,1.5114,1.93303,0.5
13.1735,-0.107567,0.0458159,-0.5,0.5,0.0752972,-0.0320711,1.95788,1.54792,2.06544,1.50211,1.9439,0.5
13.1935,-0.106549,0.0436464,-0.5,0.5,0.0745846,-0.0305525,1.95889,1.54575,2.06544,1.50211,1.9439,0.5
13.2137,-0.106618,0.0478379,-0.5,0.5,0.0746323,-0.0334865,1.95976,1.5435,2.06638,1.49566,1.90407,0.5
13.2339,-0.105703,0.0456815,-0.5,0.5,0.0739919,-0.0319771,1.96068,1.54134,2.06638,1.49566,1.90407,0.5
13.2566,-0.108692,0.0453833,-0.5,0.5,0.0760844,-0.0317683,1.96266,1.53875,2.07135,1.49337,1.89044,0.5
13.276,-0.106716,0.0443854,-0.5,0.5,0.0747012,-0.0310698,1.96464,1.53775,2.07135,1.49337,1.89044,0.5
13.2935,-0.104712,0.0435177,-0.5,0.5,0.0732987,-0.0304624,1.96664,1.53689,2.07135,1.49337,1.89044,0.5
13.3136,-0.11561,0.0454006,-0.5,0.5,0.0809273,-0.0317804,1.9676,1.53643,2.08321,1.49103,1.88442,0.5
13.3334,-0.113532,0.0315219,-0.5,0.5,0.0794722,-0.0220653,1.97031,1.53494,2.08384,1.50341,1.86912,0.5
13.3536,-0.110861,0.0302366,-0.5,0.5,0.0776024,-0.0211656,1.97298,1.53365,2.08384,1.50341,1.86912,0.5
13.3735,-0.10919,0.0293282,-0.5,0.5,0.0764328,-0.0205298,1.97465,1.53274,2.08384,1.50341,1.86912,0.5
13.3935,-0.11694,0.0288455,-0.5,0.5,0.0818582,-0.0201919,1.97695,1.53102,2.0939,1.50217,1.85824,0.5
13.4136,-0.114656,0.0272972,-0.5,0.5,0.0802592,-0.0191081,1.97924,1.52947,2.0939,1.50217,1.85824,0.5
13.4336,-0.111448,0.0249395,-0.5,0.5,0.0780139,-0.0174576,1.98245,1.52711,2.0939,1.50217,1.85824,0.5
13.4535,-0.109408,0.0233844,-0.5,0.5,0.0765855,-0.0163691,1.98449,1.52556,2.0939,1.50217,1.85824,0.5
13.4736,-0.112485,0.025904,-0.5,0.5,0.0787398,-0.0181328,1.98642,1.52408,2.09891,1.49817,1.83935,0.5
13.4935,-0.11064,0.0244165,-0.5,0.5,0.0774481,-0.0170915,1.98827,1.52259,2.09891,1.49817,1.83935,0.5
13.5135,-0.106302,0.0206894,-0.5,0.5,0.0744111,-0.0144826,1.9926,1.51886,2.09891,1.49817,1.83935,0.5
13.5336,-0.104059,0.0191431,-0.5,0.5,0.072841,-0.0134002,1.99537,1.51648,2.09943,1.49733,1.82463,0.5
13.5535,-0.101398,0.0167284,-0.5,0.5,0.0709783,-0.0117099,1.99803,1.51406,2.09943,1.49733,1.82463,0.5
13.5753,-0.0988791,0.0144191,-0.5,0.5,0.0692154,-0.0100934,2.00055,1.51175,2.09943,1.49733,1.82463,0.5
13.5935,-0.0967705,0.00654253,-0.5,0.5,0.0677393,-0.00457977,2.00297,1.50952,2.09974,1.50298,1.80138,0.5
13.6135,-0.0944664,0.00427779,-0.5,0.5,0.0661265,-0.00299445,2.00527,1.50726,2.09974,1.50298,1.80138,0.5
13.6335,-0.094911,0.00478967,-0.5,0.5,0.0664377,-0.00335277,2.00906,1.50378,2.10397,1.49899,1.79273,0.5
13.6536,-0.0895814,-0.000384487,-0.5,0.499616,0.062707,0.000269141,2.01439,1.4986,2.10397,1.49899,1.79273,0.5
13.6736,-0.0861343,-0.00378219,-0.5,0.495833,0.060294,0.00264753,2.01784,1.4952,2.10397,1.49899,1.79273,0.5
13.6936,-0.0703183,-0.00789121,-0.5,0.487942,0.0492228,0.00552385,2.02109,1.49199,2.09141,1.49988,1.76587,0.5
13.7138,-0.0672728,-0.0110234,-0.5,0.476919,0.0470909,0.0077164,2.02413,1.48886,2.09141,1.49988,1.76587,0.5
13.7335,-0.0554413,-0.017544,-0.5,0.459375,0.0388089,0.0122808,2.02846,1.48419,2.0839,1.50173,1.75272,0.5
13.7535,-0.0519561,-0.0209008,-0.5,0.438474,0.0363693,0.0146306,2.03195,1.48083,2.0839,1.50173,1.75272,0.5
13.7736,-0.0498709,-0.0227349,-0.5,0.415739,0.0349096,0.0159144,2.03403,1.479,2.0839,1.50173,1.75272,0.5
13.7937,-0.046282,-0.0191062,-0.5,0.396633,0.0323974,0.0133743,2.03993,1.47345,2.08621,1.49256,1.74352,0.5
13.8135,-0.0426483,-0.0226367,-0.5,0.373996,0.0298538,0.0158457,2.04356,1.46992,2.08621,1.49256,1.74352,0.5
13.8338,-0.0374176,-0.0276482,-0.5,0.346348,0.0261923,0.0193538,2.04879,1.46491,2.08621,1.49256,1.74352,0.5
13.8535,-0.0341174,-0.0309553,-0.5,0.315393,0.0238822,0.0216687,2.05209,1.4616,2.08621,1.49256,1.74352,0.5
13.8753,-0.0268232,-0.0325581,-0.5,0.282834,0.0187763,0.0227907,2.05576,1.45806,2.08258,1.49062,1.7299,0.5
13.8939,-0.0247693,-0.0344434,-0.5,0.248391,0.0173385,0.0241104,2.05781,1.45617,2.08258,1.49062,1.7299,0.5
13.9135,-0.0128223,-0.045468,-0.5,0.202923,0.00897561,0.0318276,2.06554,1.44874,2.07836,1.49421,1.7097,0.5
13.9337,-0.00921622,-0.0489293,-0.5,0.153994,0.00645135,0.0342505,2.06915,1.44528,2.07836,1.49421,1.7097,0.5
13.9535,-0.00578776,-0.0522985,-0.5,0.101695,0.00405143,0.036609,2.07258,1.44191,2.07836,1.49421,1.7097,0.5
13.9743,0.00765841,-0.058901,-0.492342,0.0427942,-0.00536089,0.0412307,2.07585,1.43857,2.06819,1.49748,1.69292,0.5
13.9935,0.0122101,-0.0635681,-0.480132,-0.0207739,-0.00854704,0.0444977,2.0804,1.43391,2.06819,1.49748,1.69292,0.5
14.0137,0.0140636,-0.0640335,-0.466068,-0.0848074,-0.00984451,0.0448235,2.08324,1.43085,2.06917,1.49488,1.67146,0.5
14.0348,0.0169635,-0.0670523,-0.449104,-0.15186,-0.0118744,0.0469366,2.08614,1.42783,2.06917,1.49488,1.67146,0.5
14.0536,0.0200388,-0.0700043,-0.429066,-0.221864,-0.0140272,0.049003,2.08921,1.42488,2.06917,1.49488,1.67146,0.5
14.0746,0.0175795,-0.066903,-0.411486,-0.288767,-0.0123057,0.0468321,2.09348,1.42058,2.0759,1.48749,1.67431,0.5
14.0941,0.0202195,-0.0695207,-0.391267,-0.358288,-0.0141537,0.0486645,2.09612,1.41797,2.0759,1.48749,1.67431,0.5
14.1136,0.0227055,-0.072051,-0.368561,-0.430339,-0.0158939,0.0504357,2.09861,1.41544,2.0759,1.48749,1.67431,0.5
14.1371,0.0249648,-0.0715087,-0.343596,-0.5,-0.0174753,0.0500561,2.10179,1.4134,2.07682,1.48491,1.66232,0.5
14.1538,0.0279228,-0.0733569,-0.315673,-0.5,-0.019546,0.0513498,2.10475,1.41155,2.07682,1.48491,1.66232,0.5
14.1742,0.0306568,-0.0751522,-0.285017,-0.5,-0.0214597,0.0526065,2.10748,1.40975,2.07682,1.48491,1.66232,0.5
14.1971,0.0348924,-0.0787928,-0.250124,-0.5,-0.0244247,0.0551549,2.10877,1.40889,2.07388,1.48769,1.64624,0.5
14.2147,0.0395964,-0.0820292,-0.210528,-0.5,-0.0277175,0.0574204,2.11347,1.40566,2.07388,1.48769,1.64624,0.5
14.2341,0.0712963,-0.105969,-0.139231,-0.5,-0.0499074,0.0741784,2.11559,1.40423,2.04429,1.5102,1.61041,0.5
14.2716,0.0723496,-0.106756,-0.0668818,-0.5,-0.0506448,0.0747294,2.11664,1.40345,2.04429,1.5102,1.61041,0.5
14.2735,0.0775434,-0.110337,0.0106615,-0.5,-0.0542803,0.0772361,2.12183,1.39987,2.04429,1.5102,1.61041,0.5
14.2936,0.0911503,-0.114168,0.101812,-0.5,-0.0638052,0.0799173,2.1243,1.39816,2.03315,1.51233,1.58815,0.5
14.3138,0.0934245,-0.115751,0.195236,-0.5,-0.0653972,0.0810258,2.12657,1.39657,2.03315,1.51233,1.58815,0.5
14.3346,0.102183,-0.112932,0.29742,-0.5,-0.0715283,0.0790524,2.12875,1.39506,2.02656,1.50799,1.58837,0.5
14.3535,0.105078,-0.115007,0.402498,-0.5,-0.0735546,0.0805047,2.13164,1.39298,2.02656,1.50799,1.58837,0.5
14.3736,0.112115,-0.112637,0.5,-0.5,-0.0784802,0.0788456,2.13385,1.39155,2.02174,1.50419,1.57224,0.5
14.3935,0.114635,-0.114119,0.5,-0.5,-0.0802447,0.0798833,2.13637,1.39007,2.02174,1.50419,1.57224,0.5
14.4136,0.120333,-0.11204,0.5,-0.5,-0.0842333,0.0784278,2.13872,1.38865,2.01838,1.50069,1.56206,0.5
14.4336,0.122552,-0.113336,0.5,-0.5,-0.0857862,0.0793355,2.14093,1.38735,2.01838,1.50069,1.56206,0.5
