timestamp,x,y,z
1743619274.999421,0.3555435240268707,0.09599826484918594,-0.5181891918182373
1743619275.0048223,0.3555295467376709,0.09675854444503784,-0.5185281038284302
1743619275.0166438,0.35551661252975464,0.09750425815582275,-0.5188533067703247
1743619275.025529,0.3555048406124115,0.09823580831289291,-0.5191650986671448
1743619275.0368564,0.35548484325408936,0.09965795278549194,-0.5197499394416809
1743619275.045189,0.3554767370223999,0.10034935176372528,-0.5200239419937134
1743619275.0570877,0.3554700016975403,0.10102815181016922,-0.5202860832214355
1743619275.0653756,0.35546451807022095,0.10169470310211182,-0.5205202102661133
1743619275.0772917,0.35544779896736145,0.10300005972385406,-0.5209556818008423
1743619275.0852647,0.3554413318634033,0.10363563895225525,-0.5211575627326965
1743619275.0974033,0.3554360866546631,0.10426013916730881,-0.5213493704795837
1743619275.105366,0.35528841614723206,0.10467661172151566,-0.5211328864097595
1743619275.1172252,0.35500943660736084,0.10548938065767288,-0.5207012295722961
1743619275.1255074,0.35487794876098633,0.10588592290878296,-0.520473301410675
1743619275.1372848,0.35475167632102966,0.1062760129570961,-0.5202459692955017
1743619275.145245,0.3546409010887146,0.10665730386972427,-0.5200191736221313
1743619275.1574988,0.3544332683086395,0.10740097612142563,-0.5195668935775757
1743619275.1676896,0.35433611273765564,0.10776348412036896,-0.519341230392456
1743619275.1795235,0.35424309968948364,0.10811988264322281,-0.5191156268119812
1743619275.1884923,0.35415413975715637,0.10847027599811554,-0.5188776254653931
1743619275.2000601,0.3539886474609375,0.10915381461381912,-0.5184023976325989
1743619275.2078855,0.35391175746917725,0.10948724299669266,-0.518165111541748
1743619275.219984,0.35382211208343506,0.10981997847557068,-0.5179281234741211
1743619275.2287042,0.35408857464790344,0.11003002524375916,-0.5177246332168579
1743619275.23995,0.35460954904556274,0.11043907701969147,-0.5173147320747375
1743619275.2477882,0.354864239692688,0.11063802242279053,-0.517096221446991
1743619275.2599895,0.3551153242588043,0.11083326488733292,-0.5168769359588623
1743619275.267907,0.35536277294158936,0.11102492362260818,-0.5166568756103516
1743619275.2797241,0.3558732569217682,0.11140532791614532,-0.5162144899368286
1743619275.2878196,0.3561362028121948,0.11159399151802063,-0.5159919857978821
1743619275.3003962,0.35639557242393494,0.11177902668714523,-0.5157687067985535
1743619275.3077614,0.3566514253616333,0.11196057498455048,-0.5155331492424011
1743619275.3199441,0.35715270042419434,0.11231350153684616,-0.5150607228279114
1743619275.3281353,0.3573983609676361,0.1124848797917366,-0.5148237943649292
1743619275.3399258,0.3576406240463257,0.11265290528535843,-0.5145862698554993
1743619275.3487477,0.3578796684741974,0.1128176674246788,-0.5143481492996216
1743619275.360063,0.35835492610931396,0.11258124560117722,-0.5141680836677551
1743619275.367928,0.3585878014564514,0.1124669536948204,-0.514061450958252
1743619275.3798592,0.3588176369667053,0.11235500127077103,-0.5139521360397339
1743619275.3879642,0.3590444028377533,0.11224523931741714,-0.5138402581214905
1743619275.4003935,0.3594896197319031,0.11203233152627945,-0.5136090517044067
1743619275.4078722,0.3597082197666168,0.11192885786294937,-0.513489842414856
1743619275.4200692,0.3599276840686798,0.11182458698749542,-0.5133681297302246
1743619275.428584,0.3601441979408264,0.11172201484441757,-0.5132326483726501
1743619275.4404848,0.3605685532093048,0.11152155697345734,-0.5129559636116028
1743619275.4489956,0.3607765734195709,0.11142358928918839,-0.5128146409988403
1743619275.461186,0.36098185181617737,0.11132698506116867,-0.5126712918281555
1743619275.4687011,0.36118438839912415,0.11123160272836685,-0.5125260949134827
