timestamp,x,y,z,yaw,lidar_altitude,traj_x,traj_y,traj_z,traj_yaw,mode,arm,aruco id,servo pos,precision descend done
1744963374.3428526,-1.5496485233306885,-4.347564697265625,9.092164039611816,1.9916226863861084,-0.17000000178813934,0.0,0.0,0.0,0.0,,False,0,2048,False
1744963374.3516207,-1.5498721599578857,-4.348277568817139,9.0927095413208,1.9916282892227173,-0.17000000178813934,0.0,0.0,0.0,0.0,,False,0,2048,False
1744963374.354584,-1.550088882446289,-4.3489203453063965,9.09323501586914,1.9916484355926514,-0.17000000178813934,0.0,0.0,0.0,0.0,,False,0,2048,False
1744963374.3636427,-1.5502991676330566,-4.349551200866699,9.093745231628418,1.9916542768478394,-0.17000000178813934,0.0,0.0,0.0,0.0,,False,0,2048,False
1744963374.3722157,-1.5505043268203735,-4.350172996520996,9.094256401062012,1.9916489124298096,-0.17000000178813934,0.0,0.0,0.0,0.0,,False,0,2048,False
1744963374.38247,-1.5507032871246338,-4.3507819175720215,9.09475326538086,1.9916490316390991,-0.17000000178813934,0.0,0.0,0.0,0.0,,False,0,2048,False
1744963374.3912106,-1.5508973598480225,-4.351380348205566,9.095235824584961,1.9916425943374634,-0.18000000715255737,0.0,0.0,0.0,0.0,,False,0,2048,False
1744963374.402588,-1.5512137413024902,-4.352309226989746,9.095958709716797,1.9916949272155762,-0.18000000715255737,0.0,0.0,0.0,0.0,,False,0,2048,False
1744963374.4184628,-1.5518229007720947,-4.35399866104126,9.097332000732422,1.9916635751724243,-0.18000000715255737,0.0,0.0,0.0,0.0,,False,0,2048,False
1744963374.4269853,-1.5521169900894165,-4.354817867279053,9.097983360290527,1.9916802644729614,-0.18000000715255737,0.0,0.0,0.0,0.0,,False,0,2048,False
1744963374.4347007,-1.5524060726165771,-4.355620861053467,9.098617553710938,1.9916627407073975,-0.18000000715255737,0.0,0.0,0.0,0.0,,False,0,2048,False
1744963374.4478545,-1.552688479423523,-4.356409549713135,9.099233627319336,1.991683006286621,-0.18000000715255737,0.0,0.0,0.0,0.0,,False,0,2048,False
1744963374.4942513,-1.5535039901733398,-4.358748912811279,9.100994110107422,1.991646647453308,-0.18000000715255737,0.0,0.0,0.0,0.0,17,True,0,2048,False
1744963374.5006967,-1.553762674331665,-4.359480857849121,9.101547241210938,1.9916542768478394,-0.18000000715255737,0.0,0.0,0.0,0.0,17,True,0,2048,False
1744963374.5131466,-1.5540133714675903,-4.360199451446533,9.102076530456543,1.9916408061981201,-0.18000000715255737,0.0,0.0,0.0,0.0,17,True,0,2048,False
1744963374.528331,-1.5544973611831665,-4.361598014831543,9.103096961975098,1.9916601181030273,-0.18000000715255737,0.0,0.0,0.0,0.0,17,True,0,2048,False
